Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE
c8396024-4bb4-b234-b42d-c9d6bd84dfb6,1941-11-19,2020-03-29,999-18-1967,S99939139,X65989152X,Mrs.,Alecia465,Collins926,,Funk324,M,white,nonhispanic,F,Duisburg  Nordrhein-westfalen  DE,215 Kshlerin Crossing,Bielefeld,Nordrhein-westfalen,Bielefeld,33617,51.97186886515371,8.531256615784429,0.0,23356.37
245bd37d-f037-1aa0-a03e-7c00d7713b70,1999-05-13,,999-56-4606,S99952343,X1714968X,Ms.,Yer774,Baumbach677,,,,white,nonhispanic,F,Hünxe  Nordrhein-westfalen  DE,880 Altenwerth Vista,Bielefeld,Nordrhein-westfalen,Bielefeld,33613,51.994572630396846,8.538315240268997,0.0,15760.699999999999
7e6d8c81-26c5-e176-48a0-34e0e36db8a4,1966-06-27,,999-74-6829,S99910739,X75846572X,Ms.,Rory188,Walker122,,,S,white,nonhispanic,F,Wesel  Nordrhein-westfalen  DE,1039 Greenholt Manor,Bielefeld,Nordrhein-westfalen,Bielefeld,33615,52.06389162912955,8.549247835073665,0.0,20551.73
3ffa7580-c322-9c09-c526-7868286162fb,1992-04-01,,999-25-4064,S99911105,X78700173X,Mrs.,Dede50,Sipes176,,Ryan260,M,white,nonhispanic,F,Ibbenbüren  Nordrhein-westfalen  DE,807 Mills Drive,Bielefeld,Nordrhein-westfalen,Bielefeld,33607,52.01075256678114,8.531529649615825,0.0,51604.26
79238c04-ad1d-7a20-70cc-59cc2738a364,1968-01-11,,999-80-5018,S99990341,X6810044X,Mrs.,Alix578,Hilpert278,,Roob72,M,white,nonhispanic,F,Espelkamp  Nordrhein-westfalen  DE,336 Pacocha Stravenue,Bielefeld,Nordrhein-westfalen,Bielefeld,33519,52.024487583230844,8.623842037497663,0.0,70308.53
5802f634-5221-9194-bae3-7636c62e9017,1959-12-11,2020-03-14,999-64-7217,S99995109,X17860538X,Mr.,Fausto876,Rice937,,,M,white,nonhispanic,M,Dortmund  Nordrhein-westfalen  DE,883 Walsh Union Suite 4,Bielefeld,Nordrhein-westfalen,Bielefeld,33611,51.986160316267835,8.577274082070094,0.0,11488.38
6886e5c6-75d1-cdb1-6e4e-dde9f8ba0816,1985-07-03,,999-47-1204,S99988941,X24696176X,Mr.,Leon728,Conroy74,,,M,white,nonhispanic,M,Köln  Nordrhein-westfalen  DE,769 Daniel Street Unit 31,Bielefeld,Nordrhein-westfalen,Bielefeld,33607,51.98057067149383,8.559703822862947,0.0,5845.42
8ce47f33-1afe-3a25-bbd5-0348e1a2d81a,1945-11-13,,999-52-4736,S99995515,X30766290X,Mrs.,Ethelene252,Schoen8,,Braun514,M,white,nonhispanic,F,Tecklenburg  Nordrhein-westfalen  DE,365 Moen Neck,Bielefeld,Nordrhein-westfalen,Bielefeld,33615,52.03834648085832,8.567447592868692,0.0,39746.93
6ef2eaf4-72f3-700e-ba43-209c8d3317e1,1997-08-23,,999-25-5133,S99925063,X82266916X,Mr.,William805,Morissette863,,,,white,nonhispanic,M,Siegburg  Nordrhein-westfalen  DE,289 Mohr Terrace,Bielefeld,Nordrhein-westfalen,Bielefeld,33611,52.06617209341559,8.537720075767155,0.0,27633.100000000002
20eb5db9-1f83-05f9-4f19-823dce00ff70,2018-04-26,,999-98-5577,,,,Lise687,Lindgren255,,,,white,nonhispanic,F,Wuppertal  Nordrhein-westfalen  DE,236 Runolfsdottir Hollow,Bielefeld,Nordrhein-westfalen,Bielefeld,33659,51.94043575600235,8.481677187725154,0.0,1737.81
63aaf421-6148-173b-806e-019bf48677ff,1982-11-03,,999-84-4607,S99934671,X1986281X,Ms.,Jackqueline794,Fahey393,,,S,white,nonhispanic,F,Dortmund  Nordrhein-westfalen  DE,378 Turcotte Brook Apt 10,Bielefeld,Nordrhein-westfalen,Bielefeld,33689,52.03528882340082,8.491562827776312,0.0,33497.6
25514f9e-ddbf-4360-9b38-5d5358e941af,1959-12-11,,999-68-5078,S99956805,X89132150X,Mr.,Darrick836,Nienow652,,,M,white,nonhispanic,M,Lünen  Nordrhein-westfalen  DE,1096 Dickinson Viaduct Unit 31,Bielefeld,Nordrhein-westfalen,Bielefeld,33689,52.066210977218795,8.532325597498685,0.0,9801.62
b5894a94-061e-067d-cc62-6c4135d1910f,1962-03-06,,999-60-1843,S99961097,X57288794X,Mr.,Alexander630,Goldner995,,,M,white,nonhispanic,M,Straelen  Nordrhein-westfalen  DE,485 Schamberger Ferry Unit 20,Bielefeld,Nordrhein-westfalen,Bielefeld,33617,52.05812698099146,8.560366228353757,0.0,13182.92
af0f647f-1359-afec-6ec0-c26309944eae,2003-03-18,,999-60-7169,S99993302,,Mr.,Duane703,Douglas31,,,,white,nonhispanic,M,Meckenheim  Nordrhein-westfalen  DE,1049 Baumbach Throughway Unit 14,Bielefeld,Nordrhein-westfalen,Bielefeld,33605,52.061654148253126,8.600108271537438,0.0,12806.04
02e1c8a1-2497-7ce1-f930-358d32a7e419,1952-09-10,,999-46-3438,S99993479,X17972072X,Mrs.,Joan322,Beahan375,,Stehr398,M,white,nonhispanic,F,Everswinkel  Nordrhein-westfalen  DE,126 Cruickshank Light,Bielefeld,Nordrhein-westfalen,Bielefeld,33649,52.01713000523931,8.523785246429027,0.0,19022.69
82c18693-4933-482e-8bcb-cd5533f9a250,2015-04-07,,999-76-3763,,,,Bob965,Stracke611,,,,white,nonhispanic,M,Oer-Erkenschwick  Nordrhein-westfalen  DE,371 Mann Course Suite 72,Bielefeld,Nordrhein-westfalen,Bielefeld,33617,52.032726856960274,8.515291060318079,0.0,2479.43
40272482-3030-f5a0-715c-c060ea62f942,2012-06-09,,999-34-1903,,,,Weston546,Metz686,,,,white,nonhispanic,M,Mülheim  Nordrhein-westfalen  DE,467 Stoltenberg Promenade,Bielefeld,Nordrhein-westfalen,Bielefeld,33649,52.04133197285407,8.582396232916249,0.0,2743.84
9acf265d-24ae-983c-d917-c02755192ed3,2006-04-25,,999-57-7599,,,,Angelo118,Runolfsson901,,,,white,nonhispanic,M,Hilden  Nordrhein-westfalen  DE,290 Rippin Camp,Bielefeld,Nordrhein-westfalen,Bielefeld,33649,52.02430264960752,8.549646288110422,0.0,3630.87
4289f75a-2bfc-64e3-7084-9f39d8761a39,1941-11-19,,999-37-3001,S99944766,X65817806X,Mrs.,Patrick786,Koch169,,Daniel959,M,white,nonhispanic,F,Herten  Nordrhein-westfalen  DE,638 Weimann Parade Suite 89,Bielefeld,Nordrhein-westfalen,Bielefeld,33649,52.03684496875593,8.556969908183428,0.0,43448.98
f85f6905-d16a-0ed7-a68f-fbd65397a89c,1973-04-03,,999-13-1915,S99983900,X46443863X,Mrs.,Ja391,Gutmann970,,Kuvalis369,M,white,nonhispanic,F,Iserlohn  Nordrhein-westfalen  DE,1061 Howe Rest Unit 10,Bielefeld,Nordrhein-westfalen,Bielefeld,33729,52.01509935353972,8.545844007114203,0.0,18258.62
d0dfcace-d2a7-7bcf-7833-9a6c7a510398,2003-05-05,,999-12-6629,S99962557,,,Garret233,Reichel38,,,,white,nonhispanic,M,Oberhausen  Nordrhein-westfalen  DE,1079 Mayert Trailer Unit 70,Bielefeld,Nordrhein-westfalen,Bielefeld,33719,52.03039204325483,8.509287529379998,0.0,4684.82
70fac185-42e1-2fe0-8471-7f93d0ba9eda,1984-10-07,,999-25-9864,S99912941,X61276594X,Mr.,Jonathon205,Pacocha935,,,M,white,nonhispanic,M,Gelsenkirchen  Nordrhein-westfalen  DE,194 Conroy Overpass Apt 28,Bielefeld,Nordrhein-westfalen,Bielefeld,33649,52.01044583884411,8.562399005549647,0.0,7493.44
e26b8745-0f11-63f9-8d82-4e8083d879cd,1988-08-16,,999-19-4080,S99939528,X68283911X,Mrs.,Kendal125,Pfannerstill264,,Medhurst46,M,white,nonhispanic,F,Neuss  Nordrhein-westfalen  DE,141 Mohr Light Suite 69,Bielefeld,Nordrhein-westfalen,Bielefeld,33649,51.98162966732462,8.629157706632638,0.0,27086.45
2f9b7114-ab4a-b4a3-8653-2409aa615724,1953-01-22,2003-05-05,999-73-6476,S99919200,X48235644X,Mrs.,Gwen761,Rosenbaum794,,Heidenreich818,M,white,nonhispanic,F,Jüchen  Nordrhein-westfalen  DE,447 Dooley Run Apt 52,Bielefeld,Nordrhein-westfalen,Bielefeld,33609,51.960486260583835,8.52977437362177,0.0,32365.23
1e0e6395-9d29-b2d4-6e8c-159bd2943446,1974-08-30,,999-84-4178,S99930154,X64005712X,Mrs.,Tana168,Blick895,,Becker968,M,white,nonhispanic,F,Rietberg  Nordrhein-westfalen  DE,961 Bogisich Tunnel Suite 62,Bielefeld,Nordrhein-westfalen,Bielefeld,33609,51.90925024095164,8.558765427020358,0.0,24289.03
4b5925a7-f24e-4de6-ecb8-1e291cdaadce,1955-08-27,2020-03-15,999-43-9975,S99913145,X79013500X,Ms.,Fae378,Thompson596,,,S,white,nonhispanic,F,Hilden  Nordrhein-westfalen  DE,939 Stroman Lane,Bielefeld,Nordrhein-westfalen,Bielefeld,33647,51.974100201041395,8.546462624243459,0.0,28636.32
7af6b1aa-dbab-dc3a-bbb0-832cc6c23ad0,1956-02-15,,999-88-6280,S99965678,X47177061X,Mrs.,Nenita289,Dooley940,,Durgan499,M,white,nonhispanic,F,Bergheim  Nordrhein-westfalen  DE,535 Stokes Crossing Unit 81,Bielefeld,Nordrhein-westfalen,Bielefeld,33619,52.03831554413942,8.566641099777545,0.0,25867.86
cbf33a2c-fee5-8577-1181-a196d946faff,1991-04-22,,999-69-3030,S99994426,X59162725X,Ms.,Verlie371,Lemke654,,,S,white,nonhispanic,F,Hamminkeln  Nordrhein-westfalen  DE,659 Gorczany Extension,Bielefeld,Nordrhein-westfalen,Bielefeld,33689,51.97402932123511,8.587835184170915,0.0,14182.14
5701eb85-5976-b4e6-eda8-bdaa7a712840,1986-02-18,,999-50-2900,S99995252,X50246770X,Mrs.,John539,Boehm581,,Pfeffer420,M,white,nonhispanic,F,Gelsenkirchen  Nordrhein-westfalen  DE,170 Littel Lane,Bielefeld,Nordrhein-westfalen,Bielefeld,33649,52.075591654790884,8.567885745386919,0.0,38485.09
e6253967-fcb9-de43-dea0-175eb7f1e4e2,2005-03-15,,999-34-5611,S99945711,,,Brigitte394,Emard19,,,,white,nonhispanic,F,Altena  Nordrhein-westfalen  DE,540 Deckow Row,Bielefeld,Nordrhein-westfalen,Bielefeld,33613,51.976222669192275,8.44555031846499,0.0,5328.97
1042a3a8-bd01-052d-588b-968859894789,1989-05-11,,999-21-4588,S99986425,X71305981X,Mrs.,Rolanda823,Friesen796,,Hoeger474,M,white,nonhispanic,F,Köln  Nordrhein-westfalen  DE,609 Hoeger Park Suite 32,Bielefeld,Nordrhein-westfalen,Bielefeld,33519,52.044720870727815,8.544299559125625,0.0,38211.22
95f8d934-e07b-c12d-51c0-23e7541c826a,1994-10-27,,999-77-6786,S99969985,X19840625X,Ms.,Rufina863,Ullrich385,,,,white,nonhispanic,F,Wesel  Nordrhein-westfalen  DE,334 Homenick Walk,Bielefeld,Nordrhein-westfalen,Bielefeld,33604,51.9986189744565,8.499230903372416,0.0,14365.9
895c6409-1c9e-c682-7934-e1e45d5320ec,1955-08-27,2020-01-26,999-54-2102,S99985594,X63406831X,Mrs.,Audria778,Schmitt836,,Wintheiser220,M,white,nonhispanic,F,Werther  Nordrhein-westfalen  DE,1040 Kautzer Tunnel,Bielefeld,Nordrhein-westfalen,Bielefeld,33519,52.081839920621306,8.517798915936009,0.0,29521.38
4dd75824-5d1f-0118-c74c-608ae4ad8011,2010-10-27,,999-49-8601,,,,Isaac321,Gutkowski940,,,,white,nonhispanic,M,Herne  Nordrhein-westfalen  DE,266 Metz Pathway Unit 97,Bielefeld,Nordrhein-westfalen,Bielefeld,33607,52.06907742955754,8.56180603042601,0.0,10166.18
cfffed0a-cbbb-61c3-b9ce-e7ae1c505706,2005-11-06,,999-57-4240,,,,Janna498,Mohr916,,,,white,nonhispanic,F,Düsseldorf  Nordrhein-westfalen  DE,717 Hand Fort Apt 0,Bielefeld,Nordrhein-westfalen,Bielefeld,33615,51.985384269660685,8.564464456338529,0.0,3987.31
d59a7274-238a-c996-d13b-5ba06d4bc5b6,1940-06-30,2009-10-27,999-98-8576,S99961021,X69065180X,Mr.,Douglas31,Armstrong51,,,M,white,nonhispanic,M,Wuppertal  Nordrhein-westfalen  DE,565 Brakus Path Unit 85,Bielefeld,Nordrhein-westfalen,Bielefeld,33609,52.04248780901209,8.514524616363442,0.0,17888.6
eb5b10cf-beb9-5ea9-592b-4c83255c1b4c,1953-01-22,,999-77-5388,S99937242,X64082009X,Mrs.,Colby655,Buckridge80,,Halvorson124,M,white,nonhispanic,F,Duisburg  Nordrhein-westfalen  DE,851 Kemmer Mews,Bielefeld,Nordrhein-westfalen,Bielefeld,33607,52.02278863568673,8.488798769154833,0.0,25070.489999999998
c4603f1e-ad35-111c-92b2-386234a143c0,1951-12-30,,999-60-6454,S99984554,X34408899X,Mrs.,Thanh759,Collier206,,Kling921,M,white,nonhispanic,F,Bielefeld  Nordrhein-westfalen  DE,283 Collier Orchard,Bielefeld,Nordrhein-westfalen,Bielefeld,33719,51.991857762718155,8.618319600168789,0.0,28212.64
ddfbf399-7383-bd93-5421-52d9be5f4895,1948-01-20,,999-33-8640,S99916184,X87131247X,Mr.,Bruno518,Feest103,,,M,white,nonhispanic,M,Willich  Nordrhein-westfalen  DE,409 Pouros Promenade Suite 88,Bielefeld,Nordrhein-westfalen,Bielefeld,33611,52.01436426672528,8.56598972873683,0.0,115479.88000000002
b6a6a405-b38e-1773-ba4b-9bb62a56046c,1982-09-03,,999-87-8159,S99926446,X59186812X,Mrs.,Dona966,Abshire638,,Bernier607,M,white,nonhispanic,F,Bocholt  Nordrhein-westfalen  DE,1079 Osinski Avenue Apt 3,Bielefeld,Nordrhein-westfalen,Bielefeld,33613,52.02980883802575,8.586663159757425,0.0,24406.53
ab786d68-90f4-8972-f640-143445442202,2012-01-19,,999-20-5299,,,,Glenna97,Gottlieb798,,,,white,nonhispanic,F,Dortmund  Nordrhein-westfalen  DE,430 Langworth Underpass,Bielefeld,Nordrhein-westfalen,Bielefeld,33609,52.00779445623176,8.553309530530509,0.0,2905.7
d44b113e-cb1b-a357-55bd-a586b71e0cd4,1986-03-29,,999-90-6977,S99957255,X69108956X,Mr.,Ahmad985,Hauck852,,,M,white,nonhispanic,M,Bad Berleburg  Nordrhein-westfalen  DE,785 Cassin Parade Unit 65,Bielefeld,Nordrhein-westfalen,Bielefeld,33729,52.02590384922855,8.481968633047012,0.0,11385.33
bee73a92-ce0e-e0fb-3f59-7b7445db9003,1987-04-24,2002-04-11,999-69-7664,,,,Sylvester827,Heathcote539,,,,white,nonhispanic,M,Siegburg  Nordrhein-westfalen  DE,383 Mohr Fort,Bielefeld,Nordrhein-westfalen,Bielefeld,33719,52.043928307277035,8.572921119289578,0.0,11945.33
c33f4407-bfd9-739c-7f2d-1d1ef0df0745,1967-04-05,,999-64-9464,S99949096,X442618X,Mrs.,Kimberli643,Abernathy524,,Leannon79,M,white,nonhispanic,F,Hürth  Nordrhein-westfalen  DE,287 Schmeler Route,Bielefeld,Nordrhein-westfalen,Bielefeld,33719,52.119232012560786,8.632303759480534,0.0,20669.75
cf326f01-adb3-6778-99e7-651a2aa04402,1987-04-24,,999-14-2919,S99999393,X3263469X,Mr.,Bennie663,Stehr398,,,M,white,nonhispanic,M,Wermelskirchen  Nordrhein-westfalen  DE,1010 Lang Annex,Bielefeld,Nordrhein-westfalen,Bielefeld,33615,51.97600121933908,8.481808908875992,0.0,13906.550000000001
f2bc4b64-66b7-0489-7aaf-a25471650e8c,1979-12-08,,999-39-2929,S99956886,X65018988X,Mr.,Evan94,McDermott739,,,M,white,nonhispanic,M,Vreden  Nordrhein-westfalen  DE,172 Conn Wall Suite 33,Bielefeld,Nordrhein-westfalen,Bielefeld,33602,51.984514898914746,8.568294079471402,0.0,6017.02
60c04818-697f-7ad0-3481-af224ad22438,1955-08-27,,999-48-1096,S99954942,X73980962X,Mrs.,Gertha313,Greenholt190,,Ernser583,M,white,nonhispanic,F,Goch  Nordrhein-westfalen  DE,865 Treutel Ramp,Bielefeld,Nordrhein-westfalen,Bielefeld,33719,51.99200570128274,8.606984046791144,0.0,32432.96
a85aca73-c070-c0bd-118b-9159319f209c,1963-07-01,,999-18-8727,S99935965,X44093486X,Ms.,Gabriella773,Anderson154,,,S,white,nonhispanic,F,Duisburg  Nordrhein-westfalen  DE,417 Collier Loaf,Bielefeld,Nordrhein-westfalen,Bielefeld,33607,52.036124445864644,8.488619837743808,0.0,23914.58
15b19280-5f27-b284-f9bb-136474c869a1,1940-06-30,2020-03-12,999-41-7015,S99997080,X31530348X,Mr.,Edward499,Gutmann970,,,M,white,nonhispanic,M,Duisburg  Nordrhein-westfalen  DE,996 Keebler Parade Unit 74,Bielefeld,Nordrhein-westfalen,Bielefeld,33604,52.0459210909512,8.596704523667126,0.0,15097.78
7cf284e0-abdf-ae22-c42d-0c05c5cf422c,2014-09-12,,999-12-6200,,,,Arden380,Ledner144,,,,white,nonhispanic,M,Bad Salzuflen  Nordrhein-westfalen  DE,141 Ziemann Overpass Unit 55,Bielefeld,Nordrhein-westfalen,Bielefeld,33649,51.99611000762397,8.602270351689958,0.0,2506.61
e9a1a390-73a5-ddf6-7f6e-dccdb2af55ee,1998-01-14,,999-38-5318,S99986830,X64172413X,Mr.,Lyman173,Daniel959,,,,white,nonhispanic,M,Bielefeld  Nordrhein-westfalen  DE,978 Kohler Neck Apt 96,Bielefeld,Nordrhein-westfalen,Bielefeld,33611,52.019335213072736,8.548419734922089,0.0,5279.46
eb14cb0e-af01-e36e-f971-a22d50974ff4,1924-01-28,1962-04-19,999-15-5382,S99917991,X27754005X,Ms.,Otilia736,Mertz280,,,S,white,nonhispanic,F,Lippstadt  Nordrhein-westfalen  DE,809 Romaguera Haven,Bielefeld,Nordrhein-westfalen,Bielefeld,33619,52.074117297784134,8.52201284074295,0.0,15458.32
4e661fcf-28fe-0dd0-c0a3-f54b271b255f,1989-06-18,,999-76-6316,S99927407,X30030032X,Mr.,Kirk871,Cormier289,,,S,white,nonhispanic,M,Herne  Nordrhein-westfalen  DE,217 Bayer Trailer,Bielefeld,Nordrhein-westfalen,Bielefeld,33609,51.982101016168116,8.480373632193528,0.0,5229.94
2430d051-0d6d-c468-ab5e-deaa9c1f7ad9,1961-04-06,,999-52-6350,S99937237,X85130436X,Ms.,Lesley194,Halvorson124,PhD,,S,white,nonhispanic,F,Rheine  Nordrhein-westfalen  DE,404 O'Kon Skyway,Bielefeld,Nordrhein-westfalen,Bielefeld,33649,51.99651208080775,8.562753781944622,0.0,43098.97
eacef1fd-bd90-9c87-cd3f-fba8b9e2c7cd,1992-03-19,,999-55-1379,S99974725,X23087604X,Ms.,Santina680,Rempel203,,,S,white,nonhispanic,F,Wuppertal  Nordrhein-westfalen  DE,325 Cummerata Byway,Bielefeld,Nordrhein-westfalen,Bielefeld,33609,52.01074408601867,8.500299608561303,0.0,17473.32
48715ae2-efe8-0131-a5c6-eccfa659b9f3,1940-06-30,,999-32-5869,S99985908,X88484886X,Mr.,Fletcher87,Kilback373,,,M,white,nonhispanic,M,Lippstadt  Nordrhein-westfalen  DE,1040 Herman Bypass,Bielefeld,Nordrhein-westfalen,Bielefeld,33613,52.07039876721118,8.576951472414708,0.0,16894.32
7d45c262-95a5-3c58-f4ac-81142dc04950,1944-12-09,2020-03-22,999-22-7576,S99914510,X40727939X,Mr.,Ira784,Daniel959,,,M,white,nonhispanic,M,Steinhagen  Nordrhein-westfalen  DE,867 Steuber Rapid,Bielefeld,Nordrhein-westfalen,Bielefeld,33519,52.00418514519996,8.463523921551168,0.0,14425.01
96f6b572-e682-0b49-34fd-b2097bc55189,1969-03-16,,999-27-4877,S99916023,X7551291X,Ms.,Aleida76,Konopelski743,,,S,white,nonhispanic,F,Remscheid  Nordrhein-westfalen  DE,107 Lakin Flat,Bielefeld,Nordrhein-westfalen,Bielefeld,33647,52.014088507266536,8.531619216569828,0.0,116811.08
724172ad-c575-f077-d88f-f96e2e991a71,2004-04-15,,999-33-6107,S99947819,,,Sal878,Marquardt819,,,,white,nonhispanic,M,Dortmund  Nordrhein-westfalen  DE,1001 Senger Walk,Bielefeld,Nordrhein-westfalen,Bielefeld,33647,51.978718612668416,8.551568640535395,0.0,3575.0
85f0d78d-83a2-c736-2ee0-484de1e4bfe7,1936-05-24,,999-82-1184,S99962787,X11944245X,Mrs.,Mikki421,Nienow652,,Wyman904,M,white,nonhispanic,F,Castrop-Rauxel  Nordrhein-westfalen  DE,778 Lang Street Unit 45,Bielefeld,Nordrhein-westfalen,Bielefeld,33605,52.06407503420566,8.613778010481202,0.0,52097.99
4853c857-73de-b482-561e-606c100aed05,1941-05-08,2010-01-13,999-48-9404,S99930701,X53224661X,Mr.,Zachary28,Schaefer657,,,S,white,nonhispanic,M,Bielefeld  Nordrhein-westfalen  DE,723 Bode Heights,Bielefeld,Nordrhein-westfalen,Bielefeld,33605,51.99466494229596,8.54689588704887,0.0,14222.9
f012ac2f-8e0f-bb43-e4d9-b4a3bd1ed435,1966-09-19,,999-63-7171,S99998042,X79383597X,Mr.,Travis723,Block661,JD,,M,white,nonhispanic,M,Duisburg  Nordrhein-westfalen  DE,994 Grady Ramp Unit 17,Bielefeld,Nordrhein-westfalen,Bielefeld,33519,52.01640474849785,8.551026325064624,0.0,10117.91
b58fd3d0-107c-3d32-654a-a1ecfb95ecd9,1924-01-28,2014-07-10,999-71-9811,S99931944,X30769187X,Mrs.,Beckie79,Stiedemann542,,Thompson596,M,white,nonhispanic,F,Hünxe  Nordrhein-westfalen  DE,169 Romaguera Union Apt 93,Bielefeld,Nordrhein-westfalen,Bielefeld,33649,52.07070405845622,8.489592422694209,0.0,38496.2
7c7563c8-107d-49ec-5940-85a7cd3dd4f9,1984-11-21,,999-37-7311,S99962240,X84119084X,Mrs.,Loreta61,Wisoky380,,Fritsch593,M,white,nonhispanic,F,Sankt Augustin  Nordrhein-westfalen  DE,975 Schuster Camp,Bielefeld,Nordrhein-westfalen,Bielefeld,33607,52.01838128426434,8.515442039802055,0.0,16977.44
9bf8cbad-3652-6943-4afe-c79ff92119be,1955-09-08,,999-54-2687,S99970194,X4963854X,Mrs.,Sharie942,Stoltenberg489,,Swaniawski813,M,white,nonhispanic,F,Bergisch Gladbach  Nordrhein-westfalen  DE,940 Bosco Grove Apt 90,Bielefeld,Nordrhein-westfalen,Bielefeld,33605,52.06470063663391,8.48193272837805,0.0,17491.29
78af2f94-c43e-e8e7-b711-26b4785bea27,1994-10-13,,999-31-5936,S99920628,X67530306X,Mr.,Lacy523,Dicki44,,,,white,nonhispanic,M,Jüchen  Nordrhein-westfalen  DE,801 Deckow Key,Bielefeld,Nordrhein-westfalen,Bielefeld,33615,52.06713447020467,8.547265752141104,0.0,10685.36
d2a8444e-d520-533d-c9da-46ed36ad5519,1934-05-16,1995-07-17,999-82-5409,S99948680,X13434593X,Ms.,Cinthia596,Keeling57,MD,,S,white,nonhispanic,F,Aachen  Nordrhein-westfalen  DE,478 Krajcik Rest,Bielefeld,Nordrhein-westfalen,Bielefeld,33659,52.046333970051116,8.561590048227274,0.0,425775.86
6b3b1e9e-77b7-2455-7ec8-d2676825e54b,1947-05-22,,999-96-8568,S99957060,X74566066X,Mrs.,Mafalda94,Lehner980,,Mitchell808,M,white,nonhispanic,F,Bad Honnef  Nordrhein-westfalen  DE,223 Murazik Forge Apt 4,Bielefeld,Nordrhein-westfalen,Bielefeld,33739,52.06594654492407,8.527225124804342,0.0,23847.379999999997
4ee4a847-719e-f3d6-2d26-07325630664f,1941-05-08,,999-70-8711,S99934688,X35455924X,Mr.,Neville893,Bradtke547,,,M,white,nonhispanic,M,Bad Oeynhausen  Nordrhein-westfalen  DE,1038 Goyette Heights Suite 32,Bielefeld,Nordrhein-westfalen,Bielefeld,33659,52.01831864922212,8.594669501901771,0.0,14650.46
a9e65fbf-f2b3-d081-26a0-d6465111f059,2012-08-30,,999-71-4323,,,,Ali918,Wehner319,,,,white,nonhispanic,M,Krefeld  Nordrhein-westfalen  DE,871 Herzog Terrace Apt 31,Bielefeld,Nordrhein-westfalen,Bielefeld,33689,52.019884050846805,8.501628880647722,0.0,2751.73
e811b889-07e1-7ac2-73ad-2880f7d304f4,1924-01-28,,999-90-4798,S99925470,X50584269X,Mrs.,Earleen680,Lowe577,,Grant908,M,white,nonhispanic,F,Remscheid  Nordrhein-westfalen  DE,743 Tromp Dam,Bielefeld,Nordrhein-westfalen,Bielefeld,33611,51.989177246931696,8.53705915575241,0.0,38129.27
1a8c07ed-c1ae-7e8d-3abb-dff866c97698,1962-10-23,,999-53-9718,S99932271,X85963796X,Mr.,James276,Abernathy524,,,M,white,nonhispanic,M,Hagen  Nordrhein-westfalen  DE,613 Cormier Annex,Bielefeld,Nordrhein-westfalen,Bielefeld,33619,52.02147271896459,8.582259035385187,0.0,14342.66
ff42fd8f-aad9-ea72-7e16-f3b493f797b0,1944-12-09,1995-06-11,999-31-7789,S99917020,X78141650X,Mr.,Collin529,Keeling57,,,M,white,nonhispanic,M,Wünnenberg  Nordrhein-westfalen  DE,114 Gerlach Dale Suite 16,Bielefeld,Nordrhein-westfalen,Bielefeld,33519,51.993993742808065,8.558431917945738,0.0,223403.36999999997
3b59e467-79bf-0bc2-49e9-4cfdfa6c8485,1944-01-24,,999-41-4585,S99981624,X74217308X,Mr.,Fletcher87,Jacobson885,,,M,white,nonhispanic,M,Dortmund  Nordrhein-westfalen  DE,688 Denesik Quay Apt 27,Bielefeld,Nordrhein-westfalen,Bielefeld,33605,52.022193886565766,8.513872095391001,0.0,13686.74
d0a2f775-6544-39bc-a06d-a39b221dc548,1983-09-05,,999-19-3712,S99963519,X39097199X,Mr.,Darrel772,Mills423,,,M,white,nonhispanic,M,Münster  Nordrhein-westfalen  DE,258 Rogahn Stravenue,Bielefeld,Nordrhein-westfalen,Bielefeld,33602,52.09360592064658,8.630833685251718,0.0,6035.32
74f7f1da-a804-3323-f0e6-1c9ffbbbfe52,1972-12-20,,999-54-7303,S99955321,X78731030X,Ms.,Iliana226,Hudson301,,,S,white,nonhispanic,F,Rommerskirchen  Nordrhein-westfalen  DE,188 MacGyver Spur,Bielefeld,Nordrhein-westfalen,Bielefeld,33607,52.025532465934035,8.532172414917762,0.0,23746.09
936bd56b-8cfd-fef7-d1d4-570bca68d7e0,1934-05-16,,999-85-9300,S99968909,X79507382X,Mrs.,Guadalupe206,Kirlin939,JD,Ledner144,M,white,nonhispanic,F,Arnsberg  Nordrhein-westfalen  DE,483 Torphy Ferry,Bielefeld,Nordrhein-westfalen,Bielefeld,33647,52.01485613436593,8.546370792340227,0.0,24828.01
0201881a-a947-52f0-b748-6a7e425dfcbf,1955-02-18,,999-23-7256,S99988927,X26675720X,Mrs.,Hannelore734,Schiller186,,Fisher429,M,white,nonhispanic,F,Waltrop  Nordrhein-westfalen  DE,696 Koss Viaduct,Bielefeld,Nordrhein-westfalen,Bielefeld,33615,52.06053925641841,8.615196295755762,0.0,16548.82
42148152-3165-5bd1-c253-fcf352b7de39,1982-07-18,,999-35-5038,S99983780,X26844882X,Mrs.,Patrina117,Nienow652,,Abshire638,M,white,nonhispanic,F,Langenfeld  Nordrhein-westfalen  DE,470 Braun Harbor,Bielefeld,Nordrhein-westfalen,Bielefeld,33605,52.05387846125697,8.498557441476784,0.0,15866.49
